Classlongname,LOC,NOPA,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,WOC,WMCNAMM,LOCNAMM,NOMNAMM,NOAM,TCC,PK_CountDeclClassMethod,NumberOfTokens,NumberOfIdentifies,NumberOfReturnAndPrintStatements,NumberOfConditionalJumpStatements,NumberOfKeywords,NumberOfAssignments,NumberOfOperatorsWithoutAssignments,NumberOfUniqueIdentifiers,NumberOfDots,NumberOfNewStatements,MinLineCode,CountLineCodeNAMM,LogStmtDecl,CSNOMNAMM,NIM,RFC,CFNAMM,DAC,NMO,NOII,LogCyclomaticStrict,FANIN,FANOUT,ATFD,NumberOfMethodCalls,SumCountPath,NumberOfClassConstructors,AvgLineCodeExe,AvgStmtDecl,NumberOfDepends,label
wicket-wicket-1.4.14__org.apache.wicket.examples.pub.Home.Home.(Anon_1),6.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,299.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,0,0,0,0,1,39,0.3010299956639812,1,2,0,0,1,0,2.0,1.0,3,0
pig-release-0.7.0__org.apache.pig.impl.logicalLayer.CanonicalNamer,14.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,7.0,4.0,3.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.43,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,0,0.3010299956639812,0,0,1,0,1,0,6,0.3010299956639812,8,3,0,1,1,0,1.0,1.0,1,0
jboss-4.0.1sp1-src__org.apache.axis.utils.tcpmon.Listener.Listener.(Anon_8),60.0,0.0,5.0,5.0,5.0,1.0,59.0,4.0,55.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,56.0,5.0,39.0,0.0,31.0,36.0,6.0,30.0,5.0,5.0,5.0,1.0,2.0,3.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,5.0,60.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,55,55,0.8450980400142568,1,0,0,0,0,0,17,0.7781512503836436,9,13,2,0,5,0,39.0,6.0,3,0
freemind-src-0_8_1__freemind.modes.actions.IconAction,65.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,2.0,12.0,0.0,0.0,0.0,7.0,3.0,7.0,12.0,0.0,1.0,0.0,6.0,5.0,54.0,19.0,33.0,6.0,31.0,41.0,20.0,21.0,2.0,2.0,2.0,1.0,3.0,1.0,57.0,0.11,10.0,10.0,10.0,7.0,0.7142857142857143,8.0,51.0,5.0,2.0,0.4666666666666667,1.0,0,0,0,0,0,0,0,0,0,0,3,42,1.230448921378274,5,5,0,0,3,2,0,1.0413926851582251,29,42,6,0,10,1,4.714285714285714,2.2857142857142856,14,0
eclipse.jdt.core-R3_3_1_1__A,9.0,0.0,3.0,3.0,3.0,3.0,7.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,0.0,2.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,5.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,0,0,0,0,0,38,0.3010299956639812,281,319,0,0,1,0,2.0,1.0,0,0
argouml-VERSION_0_32_2__org.argouml.cognitive.checklist.Checklist,74.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,6.0,11.0,31.0,11.0,13.0,32.0,11.0,22.0,11.0,11.0,2.0,2.0,2.0,1.0,2.0,1.0,66.0,1.03,8.0,8.0,8.0,6.0,0.6666666666666666,6.0,62.0,4.0,2.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,3,20,1.0,4,0,0,0,0,0,16,0.9542425094393248,15,12,2,0,8,1,2.0,1.5,1,0
db-derby-10.15.1.3-src__org.apache.derby.impl.sql.compile.DropAliasNode,135.0,0.0,3.0,2.0,3.0,1.0,19.0,1.0,13.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,6.0,116.0,2.0,1.0,0.0,3.0,19.0,88.0,17.0,54.0,28.0,38.0,51.0,14.0,37.0,7.0,4.0,7.0,1.0,4.0,2.0,50.0,0.32,20.0,12.0,20.0,6.0,0.6666666666666666,19.0,134.0,5.0,1.0,0.3333333333333333,56.0,0,0,0,0,0,0,0,0,0,0,1,80,1.0791812460476249,5,110,0,0,0,3,14,1.3222192947339193,29,26,3,0,24,1,9.0,1.8333333333333333,14,0
struts-STRUTS_2_2_3_1__org.apache.struts2.el.parser.AstLiteralExpression,39.0,0.0,2.0,2.0,3.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,47.0,0.0,0.0,0.0,4.0,3.0,32.0,9.0,18.0,4.0,15.0,24.0,10.0,14.0,5.0,5.0,10.0,1.0,3.0,3.0,0.0,0.13,8.0,8.0,13.0,4.0,0.25,1.0,12.0,1.0,3.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,3,3,1.0,1,43,0,0,0,3,51,1.146128035678238,6,10,1,0,8,1,4.5,2.25,2,0
hadoop-release-0.8.0__org.apache.hadoop.mapred.TextOutputFormat,60.0,0.0,2.0,2.0,2.0,1.0,20.0,1.0,17.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,5.0,35.0,17.0,19.0,20.0,16.0,23.0,14.0,9.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.57,2.0,2.0,2.0,1.0,0.0,0.0,40.0,0.0,1.0,0.0,77.0,0,0,0,0,0,0,0,0,0,0,17,0,0.9542425094393248,0,6,0,0,0,1,0,0.4771212547196624,5,10,4,0,2,0,13.0,8.0,10,0
apache-cassandra-1.0.0-src__org.apache.cassandra.db.marshal.FloatType,66.0,1.0,2.0,2.0,2.0,1.0,7.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,1.0,7.0,0.0,7.0,19.0,1.0,0.0,0.0,6.0,10.0,55.0,10.0,21.0,2.0,13.0,27.0,10.0,17.0,4.0,4.0,4.0,3.0,2.0,1.0,0.0,0.04,15.0,15.0,16.0,11.0,0.7142857142857143,13.0,55.0,6.0,1.0,0.1333333333333333,33.0,0,0,0,0,0,0,0,0,0,0,1,40,0.9542425094393248,6,12,0,0,1,5,15,1.230448921378274,15,22,0,1,13,1,2.857142857142857,1.1428571428571428,5,0
jboss-3.2.3RC1-src__javax.management.openmbean.SimpleType,205.0,13.0,3.0,3.0,4.0,3.0,12.0,0.0,11.0,1.0,1.0,2.0,0.0,0.0,14.0,6.0,2.0,6.0,17.0,0.0,1.0,0.0,5.0,29.0,109.0,29.0,65.0,67.0,59.0,84.0,25.0,59.0,14.0,14.0,14.0,14.0,2.0,1.0,83.0,0.61,23.0,23.0,25.0,21.0,0.2777777777777778,23.0,205.0,6.0,0.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,4,66,0.9542425094393248,6,11,14,1,15,4,5,1.414973347970818,32,23,1,3,23,1,7.666666666666667,1.3333333333333333,2,0
ant-ivy-2.0.0-rc2__org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter,118.0,1.0,2.0,2.0,2.0,1.0,12.0,0.0,12.0,0.0,1.0,5.0,0.0,5.0,2.0,1.0,0.0,6.0,6.0,1.0,3.0,0.0,2.0,9.0,102.0,26.0,62.0,13.0,49.0,70.0,20.0,50.0,5.0,5.0,5.0,1.0,1.0,3.0,66.0,0.13,15.0,15.0,15.0,6.0,0.6666666666666666,14.0,115.0,5.0,1.0,1.0,17.0,0,0,0,0,0,0,0,0,0,0,2,74,1.1139433523068367,5,0,0,0,1,0,0,1.2041199826559248,24,28,3,1,21,1,8.5,2.0,5,0
jboss-4.2.2.GA-src__org.jboss.ejb.plugins.cmp.jdbc.bridge.JDBCCMP2xUpdatedPrincipalFieldBridge,32.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,67.0,0.0,0.0,0.0,4.0,3.0,24.0,9.0,6.0,5.0,6.0,11.0,6.0,5.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.21,4.0,4.0,4.0,4.0,0.75,3.0,28.0,3.0,1.0,0.1666666666666666,7.0,0,0,0,0,0,0,0,0,0,0,4,17,0.7781512503836436,3,63,0,0,0,2,39,0.6989700043360189,7,13,1,0,4,2,1.5,1.25,7,0
eclipse.jdt.core-R3_3_1_1__org.eclipse.jdt.internal.codeassist.complete.CompletionOnParameterizedQualifiedTypeReference,112.0,5.0,1.0,1.0,2.0,1.0,9.0,0.0,8.0,1.0,1.0,4.0,0.0,0.0,4.0,9.0,2.0,9.0,115.0,0.0,0.0,0.0,9.0,9.0,82.0,21.0,55.0,27.0,52.0,68.0,24.0,44.0,9.0,7.0,9.0,1.0,8.0,3.0,55.0,0.33,17.0,15.0,18.0,9.0,0.6428571428571429,17.0,112.0,9.0,0.0,0.3333333333333333,0.0,0,0,0,0,0,0,0,0,0,0,3,74,1.255272505103306,9,106,0,0,1,2,38,1.2787536009528289,43,19,1,0,56,2,5.555555555555555,1.8888888888888888,8,0
eclipse.jdt.core-R3_3_1__org.eclipse.jdt.internal.compiler.lookup.ParameterizedMethodBinding.ParameterizedMethodBinding.(Anon_1),16.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,11.0,1.0,5.0,10.0,3.0,7.0,3.0,3.0,4.0,3.0,1.0,1.0,0.0,0.07,5.0,5.0,7.0,5.0,1.0,5.0,16.0,3.0,0.0,1.0,7.0,0,0,0,0,0,0,0,0,0,0,3,14,0.6020599913279624,3,0,0,0,0,0,38,0.9030899869919436,6,5,0,0,5,0,3.333333333333333,1.0,5,0
argouml-VERSION_0_30_2__org.argouml.uml.ui.behavior.common_behavior.ActionNewCreateAction,52.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,0.0,4.0,17.0,0.0,0.0,2.0,2.0,10.0,29.0,11.0,16.0,13.0,15.0,22.0,10.0,12.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.45,4.0,4.0,4.0,4.0,0.0,2.0,29.0,2.0,2.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,3,7,0.9542425094393248,2,13,0,0,1,1,15,0.6989700043360189,12,12,2,1,4,1,3.75,2.0,5,0
hbase-rel-0.94.0__org.apache.hadoop.hbase.constraint.Constraints,600.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,8.0,11.0,1.0,6.0,0.0,24.0,10.0,1.0,0.0,25.0,25.0,1.0,12.0,0.0,12.0,53.0,231.0,95.0,135.0,316.0,102.0,152.0,74.0,78.0,10.0,10.0,10.0,5.0,1.0,4.0,92.0,1.37,47.0,47.0,47.0,29.0,0.9166666666666666,31.0,463.0,21.0,4.0,0.1969696969696969,27.0,0,0,0,0,0,0,0,0,0,0,2,139,1.7993405494535817,21,0,2,1,3,0,22,1.6812412373755872,119,106,14,2,87,1,4.8,2.48,5,0
jboss-3.0.7-src__org.jboss.security.auth.spi.DatabaseServerLoginModule,210.0,0.0,6.0,6.0,6.0,1.0,43.0,1.0,35.0,6.0,1.0,8.0,0.0,0.0,0.0,4.0,3.0,4.0,23.0,0.0,0.0,3.0,1.0,9.0,149.0,28.0,92.0,52.0,64.0,87.0,28.0,59.0,12.0,12.0,13.0,4.0,3.0,3.0,41.0,0.35,25.0,25.0,26.0,7.0,1.0,5.0,64.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,20,1.3979400086720375,2,19,0,0,0,3,5,1.4313637641589874,19,47,9,0,101,0,22.5,6.0,10,0
wicket-wicket-1.4.13__org.apache.wicket.examples.repeater.SortableContactDataProvider,48.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,11.0,0.0,0.0,1.0,4.0,5.0,24.0,7.0,6.0,19.0,6.0,12.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.79,5.0,5.0,5.0,5.0,1.0,4.0,44.0,4.0,1.0,0.3333333333333333,2.0,0,0,0,0,0,0,0,0,0,0,4,17,0.8450980400142568,4,6,0,0,0,3,39,0.7781512503836436,10,16,1,0,5,1,1.2,1.2,7,0
eclipse.jdt.core-R3_4_2__org.eclipse.jdt.internal.core.JavaModelManager.createAnnotationProcessorManager.(Anon_12),10.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,7.0,2.0,3.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.2,3.0,3.0,3.0,2.0,1.0,3.0,10.0,2.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,9,0.6020599913279624,2,0,0,0,0,0,99,0.6020599913279624,1,2,1,0,3,0,3.0,1.5,2,0
argouml-VERSION_0_20__org.argouml.uml.ui.behavior.activity_graphs.PropPanelActivityGraph,15.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,68.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,9.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,1.8,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,67,0,0,0,0,0,0.3010299956639812,1,3,0,0,1,1,1.0,1.0,2,0
lucene-solr-releases-lucene-solr-3.5.0__org.apache.solr.search.OldLuceneQParserPlugin,32.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,9.0,5.0,2.0,21.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,100.0,2.33,2.0,2.0,2.0,2.0,0.6666666666666666,2.0,32.0,2.0,0.0,0.0,65.0,0,0,0,0,0,0,0,0,0,0,2,5,0.4771212547196624,2,1,0,0,0,2,32,0.4771212547196624,4,2,0,0,2,0,0.5,1.0,6,0
jboss-4.0.1sp1-src__javax.management.openmbean.TabularDataSupport,371.0,0.0,1.0,1.0,2.0,1.0,9.0,0.0,7.0,1.0,5.0,7.0,0.0,0.0,2.0,30.0,3.0,30.0,30.0,0.0,4.0,0.0,26.0,46.0,247.0,60.0,129.0,78.0,104.0,161.0,62.0,99.0,7.0,7.0,11.0,7.0,1.0,2.0,70.0,0.32,59.0,59.0,66.0,36.0,0.8846153846153846,56.0,358.0,27.0,3.0,0.44,7.0,0,0,0,0,0,0,0,0,0,0,4,220,1.7558748556724917,27,0,0,0,4,16,17,1.8260748027008264,189,116,14,0,73,2,4.166666666666667,1.8666666666666667,8,0
manifoldcf-release-0.6__org.apache.manifoldcf.crawler.connectors.webcrawler.ThrottledFetcher.ThrottledConnection.ExecuteMethodThread,40.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,35.0,10.0,13.0,1.0,14.0,20.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,1.0,50.0,0.03,5.0,5.0,5.0,4.0,0.5,3.0,32.0,2.0,2.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,4,19,0.6989700043360189,2,0,0,0,4,0,5,0.7781512503836436,12,10,0,0,5,1,2.75,1.0,0,0
lucene-solr-releases-lucene-solr-3.5.0__org.apache.lucene.util.collections.IntToDoubleMap.IndexIterator,60.0,0.0,1.0,1.0,2.0,1.0,8.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,4.0,10.0,27.0,8.0,14.0,23.0,13.0,21.0,8.0,13.0,3.0,3.0,3.0,3.0,1.0,2.0,41.0,0.85,7.0,7.0,8.0,6.0,1.0,7.0,60.0,4.0,0.0,0.6666666666666666,7.0,0,0,0,0,0,0,0,0,0,0,3,22,0.6989700043360189,4,0,0,0,0,3,32,0.9542425094393248,16,9,0,0,7,1,2.75,1.0,2,0
jboss-3.2.6-src__org.jboss.mx.loading.ClassLoadingTask,221.0,4.0,3.0,3.0,4.0,1.0,18.0,0.0,16.0,1.0,1.0,5.0,2.0,0.0,6.0,5.0,10.0,5.0,5.0,2.0,1.0,1.0,1.0,17.0,171.0,52.0,90.0,34.0,85.0,110.0,49.0,61.0,9.0,9.0,12.0,1.0,1.0,2.0,56.0,0.2,16.0,16.0,20.0,5.0,0.2,5.0,169.0,3.0,2.0,0.0,35.0,0,0,0,0,0,0,0,0,0,0,7,40,1.2041199826559248,3,0,1,0,6,0,4,1.3222192947339193,43,28,5,1,19,1,11.4,3.0,5,0
hive-release-0.9.0__org.apache.hadoop.hive.ql.udf.generic.GenericUDAFSum,219.0,0.0,12.0,4.0,12.0,1.0,30.0,1.0,29.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,26.0,162.0,55.0,87.0,31.0,63.0,94.0,39.0,55.0,12.0,4.0,12.0,1.0,2.0,1.0,0.0,0.19,12.0,4.0,12.0,1.0,0.0,0.0,189.0,0.0,1.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,29,0,0.3010299956639812,0,2,2,0,1,1,12,1.1139433523068367,12,5,0,2,12,0,23.0,1.0,10,0
argouml-VERSION_0_30__org.argouml.uml.ui.behavior.common_behavior.PropPanelUninterpretedAction,17.0,0.0,1.0,1.0,1.0,1.0,7.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,1.0,10.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,0.0,19.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,72,0,0,0,0,15,0.3010299956639812,1,3,0,0,1,1,1.0,1.0,2,0
apache-cassandra-0.7.2-src__org.apache.cassandra.utils.SkipNullRepresenter,30.0,0.0,2.0,2.0,2.0,1.0,11.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,4.0,17.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.31,2.0,2.0,2.0,1.0,0.0,2.0,30.0,1.0,0.0,0.0,120.0,0,0,0,0,0,0,0,0,0,0,11,11,0.3010299956639812,1,0,0,0,0,0,12,0.4771212547196624,4,2,0,0,2,0,4.0,1.0,0,0
argouml-VERSION_0_28_1__org.argouml.core.propertypanels.ui.UMLCallActionOperationComboBox2,17.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,4.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,3.0,8.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,1.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,10,0,0,0,0,14,0.3010299956639812,2,4,0,0,1,1,2.0,1.0,3,0
eclipse.jdt.core-R3_3_1_1__O.I,5.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,0,38,0.3010299956639812,0,1,0,0,1,0,1.0,1.0,1,0
manifoldcf-release-0.2-incubating__org.apache.manifoldcf.crawler.connectors.meridio.ConnectionConfig,93.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,7.0,9.0,9.0,0.0,0.0,0.0,9.0,11.0,54.0,19.0,16.0,28.0,23.0,33.0,18.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,76.0,0.52,9.0,9.0,9.0,9.0,0.1,1.0,53.0,1.0,8.0,0.0277777777777777,32.0,0,0,0,0,0,0,0,0,0,0,4,11,1.0,1,0,0,0,3,0,0,1.0,25,17,0,0,9,1,1.6666666666666667,1.0,0,0
eclipse.jdt.core-R3_5_2__org.eclipse.jdt.internal.antadapter.AntAdapterMessages,47.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,6.0,30.0,9.0,16.0,13.0,11.0,18.0,8.0,10.0,2.0,2.0,2.0,1.0,1.0,1.0,33.0,0.43,5.0,5.0,5.0,3.0,0.0,1.0,31.0,1.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,2,2,0.7781512503836436,1,0,5,2,1,0,99,0.7781512503836436,9,6,1,4,5,1,3.333333333333333,1.6666666666666667,0,0
hsqldb-2.2.3__org.hsqldb.TransactionManagerMV2PL,462.0,0.0,2.0,2.0,2.0,1.0,15.0,3.0,10.0,1.0,2.0,21.0,0.0,0.0,0.0,27.0,2.0,27.0,50.0,4.0,0.0,0.0,23.0,114.0,287.0,60.0,190.0,61.0,142.0,205.0,59.0,146.0,6.0,6.0,6.0,4.0,2.0,3.0,92.0,0.21,54.0,54.0,56.0,33.0,0.782608695652174,48.0,430.0,22.0,5.0,0.1660079051383399,157.0,0,0,0,0,0,0,0,0,0,0,3,262,1.7558748556724917,22,23,0,0,2,22,2,1.7558748556724917,107,135,4,2,61,1,6.962962962962963,2.074074074074074,23,0
lucene-solr-releases-lucene-solr-3.6.0__org.apache.lucene.document.Field.TermVector.(Anon_9),7.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,7.0,7.0,3.0,0.0,3.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,3.0,7.0,3.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,1,3,0.6020599913279624,3,6,0,0,0,3,35,0.6020599913279624,0,3,0,0,3,0,1.0,1.0,1,0
freemind-src-0_6_7__freemind.modes.mindmapmode.MindMapEdgeModel,40.0,0.0,2.0,2.0,2.0,1.0,6.0,0.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,5.0,18.0,0.0,0.0,0.0,5.0,6.0,34.0,7.0,18.0,0.0,12.0,23.0,7.0,16.0,6.0,6.0,8.0,1.0,2.0,3.0,0.0,0.0,10.0,10.0,12.0,5.0,0.4,7.0,31.0,2.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,23,0.8450980400142568,2,13,0,0,0,3,0,1.1139433523068367,20,11,1,0,17,1,3.6,1.2,5,0
eclipse.jdt.core-R3_4__org.eclipse.jdt.internal.codeassist.complete.CompletionOnBrankStatementLabel,45.0,3.0,1.0,1.0,1.0,1.0,6.0,0.0,5.0,1.0,1.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,33.0,0.0,0.0,0.0,4.0,5.0,29.0,10.0,15.0,15.0,15.0,21.0,9.0,12.0,2.0,2.0,2.0,1.0,4.0,1.0,62.0,0.52,5.0,5.0,5.0,4.0,0.5714285714285714,5.0,45.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,23,0.6989700043360189,4,29,0,0,1,3,99,0.7781512503836436,12,9,0,0,5,1,3.25,1.0,6,0
eclipse.jdt.core-R3_4__org.eclipse.jdt.internal.core.util.WeakHashSetOfCharArray,214.0,1.0,3.0,3.0,3.0,2.0,13.0,0.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,4.0,11.0,11.0,0.0,3.0,0.0,8.0,17.0,168.0,54.0,100.0,37.0,93.0,139.0,55.0,84.0,6.0,6.0,7.0,4.0,1.0,4.0,50.0,0.22,37.0,37.0,38.0,23.0,0.7777777777777778,33.0,198.0,10.0,1.0,0.2857142857142857,144.0,0,0,0,0,0,0,0,0,0,0,3,124,1.6232492903979006,10,0,0,0,2,0,99,1.591064607026499,46,49,4,0,43,2,8.0,3.727272727272727,2,0
elasticsearch-0.18.0__org.elasticsearch.client.transport.action.admin.indices.mapping.delete.ClientTransportDeleteMappingAction,12.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,0.0,0.0,1.0,1.0,2.0,7.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.43,2.0,2.0,2.0,2.0,1.0,2.0,12.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,6,0.4771212547196624,2,13,0,0,0,1,54,0.4771212547196624,4,3,0,0,2,1,1.0,1.0,9,0
