Classlongname,LOC,NOPA,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,WOC,WMCNAMM,LOCNAMM,NOMNAMM,NOAM,TCC,PK_CountDeclClassMethod,NumberOfTokens,NumberOfIdentifies,NumberOfReturnAndPrintStatements,NumberOfConditionalJumpStatements,NumberOfKeywords,NumberOfAssignments,NumberOfOperatorsWithoutAssignments,NumberOfUniqueIdentifiers,NumberOfDots,NumberOfNewStatements,MinLineCode,CountLineCodeNAMM,LogStmtDecl,CSNOMNAMM,NIM,RFC,CFNAMM,DAC,NMO,NOII,LogCyclomaticStrict,FANIN,FANOUT,ATFD,NumberOfMethodCalls,SumCountPath,NumberOfClassConstructors,AvgLineCodeExe,AvgStmtDecl,NumberOfDepends,label
apache-ant-1.5.4-src__org.apache.tools.ant.taskdefs.optional.ide.VAJLoad,70,0.0,2.0,2.0,2.0,1.0,11.0,0.0,8.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,36.0,0.0,0.0,0.0,2.0,2.0,19.0,5.0,11.0,49.0,7.0,12.0,5.0,7.0,3.0,3.0,3.0,1.0,4.0,2.0,0.0,2.58,4.0,4.0,4.0,2.0,1.0,4.0,70.0,2.0,0.0,1.0,9.0,0,0,0,0,0,0,0,0,0,0,5,16,0.6020599913279624,2,34,0,0,1,1,0,0.6989700043360189,4,7,1,0,4,0,5.0,1.5,5,0
jboss-3.2.3RC1-src__org.mortbay.http.ChunkingOutputStream,137,0.0,2.0,2.0,2.0,1.0,14.0,0.0,12.0,1.0,2.0,2.0,0.0,0.0,4.0,7.0,3.0,7.0,53.0,0.0,0.0,2.0,5.0,12.0,100.0,30.0,53.0,25.0,42.0,58.0,20.0,38.0,6.0,6.0,6.0,1.0,4.0,3.0,57.0,0.25,15.0,15.0,16.0,7.0,0.8,14.0,130.0,6.0,1.0,0.0,21.0,0,0,0,0,0,0,0,0,0,0,4,82,1.1139433523068367,6,46,0,0,3,5,5,1.230448921378274,28,22,0,0,21,1,7.0,1.7142857142857142,5,0
elasticsearch-0.17.0__org.elasticsearch.search.facet.histogram.bounded.BoundedValueHistogramFacetCollector.HistogramProc.ValueAggregator,15,0.0,3.0,3.0,3.0,1.0,10.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,13.0,3.0,6.0,0.0,5.0,9.0,3.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,3.0,15.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,10,10,0.3010299956639812,1,0,0,0,1,1,49,0.6020599913279624,4,5,0,0,4,0,6.0,1.0,2,0
apache-cassandra-0.7.2-src__org.apache.cassandra.avro.CassandraServer.applyMigrationOnStage.(Anon_2),7,0.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,4.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,6,6,0.3010299956639812,1,0,0,0,0,0,12,0.3010299956639812,1,3,0,0,1,0,4.0,1.0,1,0
elasticsearch-0.17.0__org.elasticsearch.common.compress.lzf.LZFChunk,109,7.0,1.0,1.0,1.0,1.0,6.0,0.0,6.0,0.0,1.0,0.0,0.0,4.0,7.0,6.0,2.0,10.0,10.0,0.0,1.0,0.0,9.0,16.0,73.0,25.0,47.0,21.0,49.0,60.0,23.0,37.0,1.0,1.0,1.0,1.0,1.0,0.0,70.0,0.29,10.0,10.0,10.0,10.0,0.4375,8.0,103.0,8.0,2.0,0.25,21.0,0,0,0,0,0,0,0,0,0,0,3,56,1.146128035678238,8,0,0,0,2,0,49,1.0413926851582251,47,18,1,0,10,1,4.0,1.3,0,0
lucene-solr-releases-lucene-solr-3.3__org.apache.lucene.search.JustCompileSearch.JustCompileExtendedFieldCacheLongParser,7,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,1,26,0.3010299956639812,2,2,0,0,1,0,1.0,1.0,2,0
eclipse.jdt.core-R3_3_1_1__org.eclipse.jdt.internal.core.search.matching.OrPattern,97,0.0,2.0,2.0,3.0,1.0,9.0,0.0,8.0,1.0,2.0,5.0,0.0,0.0,0.0,7.0,2.0,7.0,36.0,3.0,0.0,0.0,4.0,12.0,62.0,16.0,40.0,24.0,41.0,59.0,21.0,38.0,8.0,8.0,9.0,3.0,3.0,2.0,50.0,0.39,20.0,20.0,22.0,11.0,0.75,19.0,94.0,6.0,1.0,0.5,19.0,0,0,0,0,0,0,0,0,0,0,3,55,1.2787536009528289,6,29,0,0,1,3,38,1.3617278360175928,30,23,2,0,20,1,5.714285714285714,2.571428571428572,8,0
hsqldb-2.2.5__org.hsqldb.types.BinaryType,716,0.0,4.0,3.0,4.0,2.0,18.0,3.0,14.0,0.0,1.0,14.0,2.0,1.0,1.0,33.0,0.0,34.0,129.0,2.0,0.0,1.0,31.0,167.0,498.0,80.0,344.0,52.0,183.0,286.0,67.0,219.0,19.0,12.0,20.0,10.0,2.0,3.0,0.0,0.1,154.0,125.0,168.0,93.0,0.6774193548387096,109.0,552.0,23.0,11.0,0.2279569892473118,80.0,0,0,0,0,0,0,0,0,0,0,3,367,1.8195439355418688,23,95,0,0,0,25,2,2.227886704613673,170,105,5,0,452,1,10.088235294117649,1.911764705882353,15,0
elasticsearch-0.19.0__org.elasticsearch.benchmark.trove.StringMapAdjustOrPutBenchmark.IntEntry,9,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,2.0,0.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,0,0,0,0,0,53,0.3010299956639812,3,3,0,0,1,1,2.0,1.0,0,0
jboss-4.0.1sp1-src__org.jboss.metadata.ResourceEnvRefMetaData,98,0.0,1.0,1.0,1.0,1.0,7.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,4.0,6.0,24.0,0.0,0.0,0.0,6.0,6.0,42.0,12.0,13.0,50.0,15.0,24.0,12.0,12.0,3.0,3.0,3.0,1.0,2.0,1.0,66.0,1.19,8.0,8.0,8.0,6.0,0.3333333333333333,4.0,82.0,2.0,4.0,0.0666666666666666,23.0,0,0,0,0,0,0,0,0,0,0,4,19,0.9030899869919436,2,18,0,0,0,2,17,0.9542425094393248,23,15,0,0,8,0,2.1666666666666665,1.1666666666666667,2,0
xerces2-j-Xerces-J_1_3_1__org.apache.xerces.validators.common.CMException,38,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,13.0,6.0,3.0,20.0,5.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.54,2.0,2.0,2.0,2.0,0.5,1.0,34.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,4,0.4771212547196624,1,0,0,0,0,0,0,0.4771212547196624,22,3,0,0,2,1,1.0,1.0,0,0
nutch-release-1.3__org.apache.nutch.tools.Benchmark,238,0.0,4.0,4.0,4.0,3.0,31.0,0.0,30.0,1.0,2.0,10.0,0.0,2.0,1.0,3.0,0.0,5.0,5.0,0.0,2.0,0.0,3.0,13.0,207.0,59.0,160.0,24.0,145.0,184.0,61.0,123.0,10.0,10.0,10.0,9.0,2.0,3.0,0.0,0.12,23.0,23.0,23.0,15.0,1.0,22.0,234.0,4.0,1.0,0.3333333333333333,7.0,0,0,0,0,0,0,0,0,0,0,4,147,1.6127838567197357,4,0,1,0,1,0,1,1.380211241711606,22,55,14,1,221,0,25.4,8.0,10,0
lucene-solr-releases-lucene-solr-3.1__org.apache.lucene.search.function.ValueSourceQuery.ValueSourceScorer,42.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,7.0,0.0,0.0,0.0,5.0,4.0,5.0,18.0,0.0,1.0,0.0,4.0,5.0,28.0,14.0,9.0,9.0,12.0,18.0,10.0,8.0,2.0,2.0,2.0,1.0,3.0,0.0,44.0,0.32,7.0,7.0,7.0,5.0,1.0,7.0,42.0,5.0,0.0,0.5,7.0,0,0,0,0,0,0,0,0,0,0,3,18,0.7781512503836436,5,13,0,0,2,4,25,0.9030899869919436,14,20,0,0,5,1,1.6,1.0,9,0
argouml-VERSION_0_20__org.argouml.uml.notation.uml.ModelElementNameNotationUml,248.0,0.0,5.0,5.0,7.0,1.0,28.0,1.0,22.0,4.0,1.0,14.0,0.0,0.0,0.0,8.0,0.0,8.0,13.0,0.0,0.0,4.0,4.0,25.0,182.0,35.0,128.0,41.0,77.0,122.0,31.0,91.0,24.0,24.0,35.0,7.0,3.0,5.0,0.0,0.23,46.0,46.0,59.0,14.0,0.75,44.0,239.0,7.0,1.0,0.5,4.0,0,0,0,0,0,0,0,0,0,0,3,174,1.4913616938342726,7,5,0,0,0,3,0,1.7781512503836436,17,85,8,0,17308,1,16.0,3.75,16,0
atunes-code-r6276-tags-aTunes_2_0_0__net.sourceforge.atunes.kernel.controllers.navigation.NavigationController.ExtendedToolTipActionListener.GetAndSetImageSwingWorker,28.0,0.0,2.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,3.0,23.0,8.0,9.0,2.0,6.0,12.0,5.0,7.0,4.0,4.0,5.0,1.0,2.0,2.0,0.0,0.09,6.0,6.0,7.0,3.0,0.0,5.0,25.0,2.0,1.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,14,0.6020599913279624,2,0,0,0,1,0,7,0.9030899869919436,8,10,0,0,6,1,3.0,1.0,5,0
atunes-code-r6276-tags-aTunes_1_9_0__net.sourceforge.atunes.kernel.controllers.editTitlesDialog.EditTitlesTableModel,139.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0,10.0,3.0,10.0,10.0,0.0,0.0,0.0,10.0,16.0,58.0,23.0,25.0,65.0,28.0,44.0,19.0,25.0,3.0,3.0,3.0,3.0,2.0,1.0,56.0,1.12,15.0,15.0,15.0,12.0,0.3,3.0,81.0,3.0,7.0,0.2444444444444444,0.0,0,0,0,0,0,0,0,0,0,0,3,12,1.1760912590556811,3,0,0,0,3,0,5,1.2041199826559248,25,24,2,0,16,1,2.4,1.4,2,0
atunes-code-r6276-tags-aTunes_1_11_0__net.sourceforge.atunes.kernel.actions.ShowRadioBrowserAction,23.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,10.0,5.0,3.0,9.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.9,2.0,2.0,2.0,2.0,1.0,2.0,23.0,2.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,3,6,0.4771212547196624,2,0,0,0,0,0,6,0.4771212547196624,1,5,0,0,2,1,1.0,1.0,4,0
apache-ant-1.7.0-src__org.apache.tools.ant.taskdefs.ManifestTask.Mode,13.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.6,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,0,0.3010299956639812,0,9,0,0,0,1,1,0.3010299956639812,0,1,0,0,1,0,1.0,1.0,1,0
eclipse.jdt.core-R3_5__X,13.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,7.0,4.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.14,2.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,247.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,99,0.0,57,151,0,0,0,0,0.0,0.0,1,0
qpid-0.14__org.apache.qpid.management.ui.views.MBeanTabFolderFactory.QpidMBeanType,52.0,8.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,9.0,6.0,6.0,0.0,2.0,0.0,4.0,9.0,43.0,17.0,10.0,0.0,9.0,16.0,9.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,7.0,6.0,0.1666666666666666,4.0,35.0,4.0,2.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,7,0.7781512503836436,4,0,2,2,10,0,75,0.9030899869919436,6,8,1,3,5,2,1.1666666666666667,0.8333333333333334,1,0
eclipse.jdt.core-R3_3_2__org.eclipse.jdt.internal.compiler.apt.dispatch.BatchAnnotationProcessorManager,223.0,0.0,4.0,4.0,4.0,2.0,24.0,0.0,19.0,6.0,1.0,4.0,0.0,0.0,1.0,7.0,8.0,7.0,28.0,0.0,2.0,0.0,5.0,17.0,154.0,41.0,106.0,64.0,85.0,118.0,40.0,78.0,12.0,12.0,15.0,8.0,3.0,4.0,69.0,0.42,30.0,30.0,33.0,18.0,0.8,23.0,175.0,5.0,2.0,0.2,1.0,0,0,0,0,0,0,0,0,0,0,3,103,1.4913616938342726,5,21,0,0,7,4,38,1.5314789170422551,31,54,7,0,43,1,14.285714285714286,4.285714285714286,5,0
jboss-4.2.2.GA-src__org.jboss.mq.il.uil2.msgs.UnsubscribeMsg,34.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,5.0,23.0,0.0,0.0,0.0,5.0,3.0,27.0,7.0,8.0,4.0,9.0,15.0,7.0,8.0,1.0,1.0,1.0,1.0,2.0,0.0,19.0,0.15,5.0,5.0,5.0,5.0,0.8,4.0,30.0,4.0,1.0,0.1,4.0,0,0,0,0,0,0,0,0,0,0,4,19,0.7781512503836436,4,18,0,0,0,2,39,0.7781512503836436,10,11,0,0,5,2,1.6,1.0,2,0
eclipse.jdt.core-R3_3_2__org.eclipse.jdt.apt.core.internal.generatedfile.GeneratedResourceChangeListener.PreBuildVisitor,73.0,0.0,3.0,3.0,4.0,1.0,15.0,0.0,14.0,1.0,2.0,7.0,0.0,0.0,0.0,4.0,2.0,4.0,4.0,1.0,2.0,0.0,1.0,6.0,61.0,18.0,37.0,7.0,25.0,41.0,17.0,24.0,7.0,7.0,7.0,1.0,1.0,3.0,25.0,0.11,15.0,15.0,17.0,4.0,1.0,14.0,69.0,3.0,1.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,4,52,1.1760912590556811,3,0,0,0,2,0,38,1.255272505103306,17,26,8,0,20,0,8.75,3.5,7,0
jboss-3.2.3RC1-src__org.jboss.util.id.VMID,237.0,1.0,1.0,1.0,1.0,1.0,12.0,0.0,6.0,5.0,2.0,4.0,0.0,4.0,2.0,9.0,4.0,13.0,13.0,0.0,2.0,2.0,9.0,27.0,91.0,26.0,49.0,119.0,43.0,64.0,27.0,37.0,3.0,3.0,6.0,3.0,1.0,1.0,70.0,1.31,18.0,18.0,21.0,15.0,0.5,12.0,185.0,8.0,5.0,0.1944444444444444,6.0,0,0,0,0,0,0,0,0,0,0,3,54,1.3222192947339193,8,0,0,0,5,0,5,1.3424226808222062,30,41,3,0,18,2,3.615384615384616,1.5384615384615383,5,0
eclipse.jdt.core-R3_3_2__CompletionCatchArgumentName2,6.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,115.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,0,0,0,0,0,38,0.3010299956639812,0,0,0,0,1,0,2.0,1.0,0,0
argouml-VERSION_0_30__org.argouml.uml.diagram.ui.ActionAddExtensionPoint,109.0,0.0,1.0,1.0,1.0,1.0,17.0,2.0,7.0,8.0,1.0,6.0,0.0,1.0,1.0,3.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,22.0,31.0,10.0,17.0,57.0,12.0,19.0,9.0,10.0,2.0,2.0,2.0,1.0,3.0,1.0,75.0,1.84,6.0,6.0,7.0,4.0,1.0,6.0,109.0,4.0,0.0,0.1666666666666666,35.0,0,0,0,0,0,0,0,0,0,0,5,28,0.9030899869919436,4,4,0,0,1,1,15,0.9030899869919436,7,22,1,0,6,1,4.25,1.75,7,0
argouml-VERSION_0_30_2__org.argouml.core.propertypanels.ui.UMLConstraintConstrainedElementListModel,35.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,48.0,0.0,0.0,2.0,1.0,4.0,17.0,5.0,7.0,14.0,3.0,8.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.82,4.0,4.0,5.0,3.0,1.0,4.0,35.0,3.0,0.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,3,14,0.6020599913279624,3,45,0,0,0,2,15,0.7781512503836436,1,12,0,0,4,1,2.333333333333333,1.0,3,0
elasticsearch-0.14.0__org.elasticsearch.common.compress.bzip2.CBZip2InputStream.Data,62.0,0.0,1.0,1.0,2.0,1.0,13.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,15.0,2.0,2.0,2.0,0.0,0.0,0.0,12.0,28.0,19.0,19.0,37.0,20.0,24.0,19.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,93.0,1.32,3.0,3.0,4.0,2.0,0.0,3.0,62.0,2.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,4,11,0.6020599913279624,2,0,0,0,15,0,45,0.6989700043360189,7,4,1,0,3,1,3.0,1.5,1,0
argouml-VERSION_0_30_1__org.argouml.uml.diagram.state.ui.FigCompositeState,394.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,9.0,1.0,1.0,8.0,0.0,0.0,0.0,24.0,2.0,24.0,163.0,0.0,1.0,6.0,17.0,53.0,243.0,63.0,161.0,101.0,102.0,151.0,57.0,94.0,9.0,9.0,12.0,5.0,5.0,5.0,64.0,0.42,45.0,45.0,50.0,28.0,0.2352941176470588,15.0,203.0,6.0,18.0,0.2720588235294117,0.0,0,0,0,0,0,0,0,0,0,0,3,78,1.740362689494244,6,139,0,0,2,11,15,1.7075701760979365,73,114,12,0,62,1,6.708333333333333,2.25,11,0
hive-release-0.7.0__org.apache.hadoop.hive.ql.ppd.OpProcFactory.FilterPPD,36.0,0.0,3.0,3.0,4.0,1.0,28.0,3.0,22.0,3.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,25.0,9.0,17.0,7.0,11.0,15.0,6.0,9.0,3.0,3.0,4.0,1.0,2.0,2.0,0.0,0.28,3.0,3.0,4.0,1.0,1.0,3.0,36.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,22,22,0.7781512503836436,1,3,0,0,0,1,7,0.6989700043360189,3,16,4,0,3,0,17.0,5.0,13,0
elasticsearch-0.16.0__org.elasticsearch.index.deletionpolicy.SnapshotIndexCommits,30.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0,19.0,7.0,7.0,6.0,7.0,14.0,8.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.32,5.0,5.0,5.0,4.0,1.0,5.0,30.0,4.0,0.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,3,16,0.8450980400142568,4,0,0,0,1,1,48,0.7781512503836436,7,8,1,0,5,1,1.75,1.5,2,0
jboss-4.2.2.GA-src__org.jboss.mx.util.PropertyAccess,59.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,47.0,18.0,13.0,8.0,17.0,27.0,18.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.17,3.0,3.0,3.0,3.0,0.0,0.0,43.0,0.0,3.0,0.3333333333333333,50.0,0,0,0,0,0,0,0,0,0,0,4,0,0.9030899869919436,0,0,0,0,0,0,39,0.6020599913279624,12,8,1,0,3,0,2.333333333333333,2.333333333333333,2,0
jboss-3.2.1-src__org.mortbay.jetty.servlet.Dispatcher,648.0,6.0,2.0,2.0,2.0,1.0,17.0,1.0,14.0,2.0,2.0,20.0,0.0,0.0,6.0,7.0,8.0,7.0,7.0,3.0,0.0,0.0,4.0,81.0,473.0,128.0,230.0,94.0,188.0,312.0,105.0,207.0,9.0,9.0,10.0,1.0,1.0,3.0,66.0,0.2,16.0,16.0,17.0,7.0,0.4,16.0,648.0,7.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,4,98,1.255272505103306,7,0,5,5,4,2,5,1.255272505103306,37,47,8,2,47,2,7.714285714285714,2.4285714285714284,21,0
eclipse.jdt.core-R3_2_1__Example,9.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,6.0,3.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,3,0.6020599913279624,3,0,0,0,0,0,14,0.6020599913279624,20,40,0,0,3,0,0.0,1.0,0,0
hive-release-0.9.0__org.apache.hadoop.hive.ql.plan.PartitionSpec.PredicateSpec,33.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,26.0,11.0,7.0,0.0,9.0,17.0,10.0,7.0,2.0,2.0,2.0,1.0,1.0,0.0,42.0,0.0,8.0,8.0,8.0,7.0,0.4285714285714285,4.0,21.0,3.0,4.0,0.0952380952380952,7.0,0,0,0,0,0,0,0,0,0,0,2,9,0.9030899869919436,3,0,0,0,0,0,12,0.9542425094393248,9,10,0,0,7,2,1.0,1.0,0,0
elasticsearch-0.18.0__org.elasticsearch.client.transport.support.InternalTransportClusterAdminClient.ping.(Anon_10),4.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,3,3,0.3010299956639812,1,0,0,0,0,0,54,0.3010299956639812,4,1,0,0,1,0,2.0,1.0,7,0
ant-1.4.1-src-jakarta__org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.BufferLine,88.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,19.0,5.0,19.0,19.0,0.0,0.0,0.0,19.0,19.0,69.0,26.0,25.0,0.0,27.0,47.0,25.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,78.0,0.0,19.0,19.0,19.0,19.0,0.2631578947368421,5.0,46.0,5.0,14.0,0.087719298245614,7.0,0,0,0,0,0,0,0,0,0,0,3,20,1.3010299956639813,5,0,0,0,0,0,0,1.3010299956639813,49,33,0,0,19,1,1.1578947368421053,1.0,3,0
struts-STRUTS_2_2_1__org.apache.struts2.jasper.tagplugins.jstl.core.Choose,12.0,0.0,1.0,1.0,1.0,1.0,9.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,4,0.3010299956639812,1,0,0,0,0,1,50,0.3010299956639812,1,2,0,0,1,0,2.0,1.0,2,0
eclipse.jdt.core-R3_2_1__org.eclipse.jdt.internal.compiler.batch.Main,3019.0,29.0,15.0,14.0,17.0,3.0,67.0,1.0,62.0,10.0,3.0,26.0,0.0,9.0,2.0,19.0,34.0,28.0,28.0,0.0,6.0,0.0,22.0,120.0,2650.0,442.0,2112.0,589.0,1315.0,1848.0,462.0,1386.0,337.0,324.0,382.0,63.0,1.0,7.0,92.0,0.22,443.0,418.0,494.0,101.0,0.3333333333333333,425.0,2898.0,21.0,7.0,0.1298701298701298,15.0,0,0,0,0,0,0,0,0,0,0,3,1647,2.3483048630481607,21,0,0,0,11,0,14,2.694605198933569,284,240,25,1,1000000236,2,52.892857142857146,7.928571428571429,28,0
